"source_file","page","list_title","document_notes","location_group","section","producer","item","ano","qty","posicion","raw_line"
"resto_francia.pdf","1","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Château Rayas","Châteauneuf-du-Pape","2011","2","Balda 4 · E","Châteauneuf-du-Pape 2011 2 Balda 4 · E"
"resto_francia.pdf","1","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Château Rayas","Châteauneuf-du-Pape","2012","1","Balda 4 · E","Châteauneuf-du-Pape 2012 1 Balda 4 · E"
"resto_francia.pdf","1","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Clos des Papes","Châteauneuf-du-Pape","2022","—","Balda 4 · A","Châteauneuf-du-Pape 2022 — Balda 4 · A"
"resto_francia.pdf","1","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Domaine de la Janasse","Châteauneuf-du-Pape","2023","3","Balda 4 · C","Châteauneuf-du-Pape 2023 3 Balda 4 · C"
"resto_francia.pdf","1","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Domaine Delaporte","Sancerre ‘Silex’","2022","6","Balda 3 · Derecha","Sancerre ‘Silex’ 2022 6 Balda 3 · Derecha"
"resto_francia.pdf","1","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Domaine Guiberteau","Saumur ‘Les Arboises’","2022","6","Balda 3 · Izquierda","Saumur ‘Les Arboises’ 2022 6 Balda 3 · Izquierda"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Georges Vernay","Côte-Rôtie ‘Blonde du Seigneur’","2022","3","Balda 5 · Izquierda","Côte-Rôtie ‘Blonde du Seigneur’ 2022 3 Balda 5 · Izquierda"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Georges Vernay","Sainte-Agathe (Syrah)","2023","1","Balda 6 · Derecha","Sainte-Agathe (Syrah) 2023 1 Balda 6 · Derecha"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Henri Bonneau","Châteauneuf-du-Pape ‘Cuvée Marie Beurrier’","2016","5","Balda 4 · B","Châteauneuf-du-Pape ‘Cuvée Marie Beurrier’ 2016 5 Balda 4 · B"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Isabel Ferrando (Saint Préfert)","Châteauneuf-du-Pape","2023","3","Balda 4 · C","Châteauneuf-du-Pape 2023 3 Balda 4 · C"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Isabel Ferrando (Saint Préfert)","Côte-Rôtie ‘Champin le Seigneur’","2022","3","Balda 5 · Izquierda","Côte-Rôtie ‘Champin le Seigneur’ 2022 3 Balda 5 · Izquierda"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Isabel Ferrando (Saint Préfert)","Côte-Rôtie ‘Les Grandes Places’","2022","2","Balda 4 · A","Côte-Rôtie ‘Les Grandes Places’ 2022 2 Balda 4 · A"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","Le Vieux Donjon","Châteauneuf-du-Pape","2023","2","Balda 4 · A","Châteauneuf-du-Pape 2023 2 Balda 4 · A"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","M. Chapoutier","Châteauneuf-du-Pape ‘Barbe Rac’","2008","3","Balda 4 · D","Châteauneuf-du-Pape ‘Barbe Rac’ 2008 3 Balda 4 · D"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","M. Chapoutier","Cornas ‘Le Mordorée’","2022","2","Balda 6 · Izquierda","Cornas ‘Le Mordorée’ 2022 2 Balda 6 · Izquierda"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","M. Chapoutier","Hermitage ‘Le Méal’","2022","2","Balda 6 · Centro","Hermitage ‘Le Méal’ 2022 2 Balda 6 · Centro"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","M. Chapoutier","Hermitage ‘Le Pavillon’","2011","1","Balda 6 · Derecha","Hermitage ‘Le Pavillon’ 2011 1 Balda 6 · Derecha"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","M. Chapoutier","Hermitage ‘L’Ermite’","2004","2","Balda 5 · Derecha","Hermitage ‘L’Ermite’ 2004 2 Balda 5 · Derecha"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","M. Chapoutier","Hermitage ‘L’Ermite’","2007","1","Balda 5 · Centro","Hermitage ‘L’Ermite’ 2007 1 Balda 5 · Centro"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","M. Chapoutier","Hermitage ‘L’Ermite’","2011","2","Balda 5 · Derecha","Hermitage ‘L’Ermite’ 2011 2 Balda 5 · Derecha"
"resto_francia.pdf","2","Resto Francia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 6","PA – Cava 6","","M. Chapoutier","Côte-Rôtie ‘Vieilles Vignes’","2022","2","Balda 5 · Centro","Côte-Rôtie ‘Vieilles Vignes’ 2022 2 Balda 5 · Centro"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Antoine Lepetite","Pommard","2023","2","Balda 8 · Izquierda","Pommard 2023 2 Balda 8 · Izquierda"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Arnaud Ente","Bourgogne","2019","2","Balda 7 · Derecha","Bourgogne 2019 2 Balda 7 · Derecha"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Arnaud Ente","Volnay 1er Cru Les Santenots du Milieu","2019","3","Balda 6 · Izquierda","Volnay 1er Cru Les Santenots du Milieu 2019 3 Balda 6 · Izquierda"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Chandon de Briailles","Pernand-Vergelesses","2022","3","Balda 3 · Derecha","Pernand-Vergelesses 2022 3 Balda 3 · Derecha"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Clos de Tart","Morey-Saint-Denis","2022","4","Balda 6 · Derecha","Morey-Saint-Denis 2022 4 Balda 6 · Derecha"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Comtes de Vogüé","Chambolle-Musigny 1er Cru","2022","2","Balda 3 · Derecha","Chambolle-Musigny 1er Cru 2022 2 Balda 3 · Derecha"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Comtes Georges de Vogüé","Chambolle-Musigny","2022","4","Balda 4 · Izquierda","Chambolle-Musigny 2022 4 Balda 4 · Izquierda"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Comtes Georges de Vogüé","Chambolle-Musigny 1er Cru","2022","1","Balda 5 · C","Chambolle-Musigny 1er Cru 2022 1 Balda 5 · C"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Comtes Georges de Vogüé","Chambolle-Musigny 1er Cru Les Amoureuses","—","1","Balda 5 · C","Chambolle-Musigny 1er Cru Les Amoureuses — 1 Balda 5 · C"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","D. de l’Arlot","Nuits-Saint-Georges 1er Cru Clos de l’Arlot","2023","3","Balda 1 · Centro","Nuits-Saint-Georges 1er Cru Clos de l’Arlot 2023 3 Balda 1 · Centro"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","D. de l’Arlot","Nuits-Saint-Georges 1er Cru Clos des Forêts Saint Georges","2022","1","Balda 1 · Centro","Nuits-Saint-Georges 1er Cru Clos des Forêts Saint Georges 2022 1 Balda 1 · Centro"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","D. de l’Arlot","Vosne-Romanée 1er Cru Les Suchots","2022","2","Balda 3 · Derecha","Vosne-Romanée 1er Cru Les Suchots 2022 2 Balda 3 · Derecha"
"222 borgoña_tintos.pdf","1","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","D. de l’Arlot","Vosne-Romanée 1er Cru Les Suchots","2022","1","Balda 8 · Derecha","Vosne-Romanée 1er Cru Les Suchots 2022 1 Balda 8 · Derecha"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","D. de l’Arlot","Vosne-Romanée 1er Cru Les Suchots","2023","2","Balda 3 · Derecha","Vosne-Romanée 1er Cru Les Suchots 2023 2 Balda 3 · Derecha"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","de Montille","Volnay 1er Cru En Champans","2014","3","Balda 2 · Izquierda","Volnay 1er Cru En Champans 2014 3 Balda 2 · Izquierda"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","de Montille","Volnay 1er Cru En Champans","2015","3","Balda 3 · Izquierda","Volnay 1er Cru En Champans 2015 3 Balda 3 · Izquierda"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","de Montille","Volnay 1er Cru Les Taillepieds","2022","3","Balda 5 · D","Volnay 1er Cru Les Taillepieds 2022 3 Balda 5 · D"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","des Lambrays","Morey-Saint-Denis 1er Cru Clos Baulet","2022","3","Balda 1 · Izquierda","Morey-Saint-Denis 1er Cru Clos Baulet 2022 3 Balda 1 · Izquierda"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","des Lambrays","Morey-Saint-Denis 1er Cru Clos Baulet","2022","2","Balda 5 · B","Morey-Saint-Denis 1er Cru Clos Baulet 2022 2 Balda 5 · B"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","des Lambrays","Morey-Saint-Denis 1er Cru Clos Sorbè","2022","3","Balda 1 · Izquierda","Morey-Saint-Denis 1er Cru Clos Sorbè 2022 3 Balda 1 · Izquierda"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","des Lambrays","Morey-Saint-Denis 1er Cru Clos Sorbè","2022","3","Balda 5 · C","Morey-Saint-Denis 1er Cru Clos Sorbè 2022 3 Balda 5 · C"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","des Perdrix","Bourgogne","2023","4","Balda 7 · Centro","Bourgogne 2023 4 Balda 7 · Centro"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","des Perdrix","Nuits-Saint-Georges 1er Cru Aux Perdrix","2022","3","Balda 2 · Centro","Nuits-Saint-Georges 1er Cru Aux Perdrix 2022 3 Balda 2 · Centro"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","des Perdrix","Nuits-Saint-Georges 1er Cru Aux Perdrix","2023","2","Balda 2 · Centro","Nuits-Saint-Georges 1er Cru Aux Perdrix 2023 2 Balda 2 · Centro"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Domaine de Villaine","La Fortune","2022","3","Balda 4 · Centro","La Fortune 2022 3 Balda 4 · Centro"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","DRC","Vosne-Romanée 1er Cru Les Petits Monts","2019","2","Balda 5 · E","Vosne-Romanée 1er Cru Les Petits Monts 2019 2 Balda 5 · E"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Dujac","Gevrey-Chambertin 1er Cru Aux Combottes","2022","3","Balda 2 · Derecha","Gevrey-Chambertin 1er Cru Aux Combottes 2022 3 Balda 2 · Derecha"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Dujac","Gevrey-Chambertin 1er Cru Aux Combottes","2023","3","Balda 3 · Izquierda","Gevrey-Chambertin 1er Cru Aux Combottes 2023 3 Balda 3 · Izquierda"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Fourrier","Chambolle-Musigny 1er Cru Les Amoureuses","2022","3","Balda 5 · A","Chambolle-Musigny 1er Cru Les Amoureuses 2022 3 Balda 5 · A"
"222 borgoña_tintos.pdf","2","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Fourrier","Gevrey-Chambertin 1er Cru Combe Aux Moines","2022","1","Balda 5 · A","Gevrey-Chambertin 1er Cru Combe Aux Moines 2022 1 Balda 5 · A"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","G. Roumier","Chambolle-Musigny 1er Cru Les Cras","2015","1","Balda 5 · A","Chambolle-Musigny 1er Cru Les Cras 2015 1 Balda 5 · A"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","G. Roumier","Morey-Saint-Denis 1er Cru Clos de la Bussière","2013","2","Balda 1 · Derecha","Morey-Saint-Denis 1er Cru Clos de la Bussière 2013 2 Balda 1 · Derecha"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Henri Magnien","Gevrey-Chambertin 1er Cru Estournelles de St-Jacques","2021","2","Balda 5 · B","Gevrey-Chambertin 1er Cru Estournelles de St-Jacques 2021 2 Balda 5 · B"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Henri Magnien","Gevrey-Chambertin 1er Cru Lavaux St-Jacques","2022","2","Balda 1 · Derecha","Gevrey-Chambertin 1er Cru Lavaux St-Jacques 2022 2 Balda 1 · Derecha"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Henri Magnien / François Thurot","Côte de Nuits (entrada tal como figura)","2022","3","Balda 3 · Centro","Côte de Nuits (entrada tal como figura) 2022 3 Balda 3 · Centro"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Henri Rebourseau","Gevrey-Chambertin","2023","2","Balda 6 · Derecha","Gevrey-Chambertin 2023 2 Balda 6 · Derecha"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Hubert Lignier","Gevrey-Chambertin ‘Regnard’","2022","2","Balda 6 · Izquierda","Gevrey-Chambertin ‘Regnard’ 2022 2 Balda 6 · Izquierda"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Hubert Lignier","Bourgogne","2022","3","Balda 7 · Derecha","Bourgogne 2022 3 Balda 7 · Derecha"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Hubert Lignier","Chambolle-Musigny","2022","3","Balda 6 · Izquierda","Chambolle-Musigny 2022 3 Balda 6 · Izquierda"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","J. Drouhin","Beaune 1er Cru Clos des Mouches","2022","4","Balda 4 · Izquierda","Beaune 1er Cru Clos des Mouches 2022 4 Balda 4 · Izquierda"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Jean Grivot","Bourgogne","2022","2","Balda 7 · Derecha","Bourgogne 2022 2 Balda 7 · Derecha"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Jean Grivot","Chambolle-Musigny ‘La Combe d’Orveau’","2022","1","Balda 5 · C","Chambolle-Musigny ‘La Combe d’Orveau’ 2022 1 Balda 5 · C"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Jean Grivot","Nuits-Saint-Georges ‘Les Charmois’","2022","1","Balda 4 · Derecha","Nuits-Saint-Georges ‘Les Charmois’ 2022 1 Balda 4 · Derecha"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Jean Grivot","Vosne-Romanée 1er Cru Aux Brûlées","2022","1","Balda 5 · C","Vosne-Romanée 1er Cru Aux Brûlées 2022 1 Balda 5 · C"
"222 borgoña_tintos.pdf","3","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Jean Grivot","Vosne-Romanée 1er Cru Les Suchots","2022","2","Balda 1 · Derecha","Vosne-Romanée 1er Cru Les Suchots 2022 2 Balda 1 · Derecha"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Jean Grivot","Bourgogne ‘Cuvée Jeunesse’","2023","3","Balda 7 · Centro","Bourgogne ‘Cuvée Jeunesse’ 2023 3 Balda 7 · Centro"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Jean Grivot","Nuits-Saint-Georges ‘Les Fleuries’","2023","2","Balda 6 · Derecha","Nuits-Saint-Georges ‘Les Fleuries’ 2023 2 Balda 6 · Derecha"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Jean Grivot","Vosne-Romanée 1er Cru Malconsorts","2022","1","Balda 8 · Derecha","Vosne-Romanée 1er Cru Malconsorts 2022 1 Balda 8 · Derecha"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Le Puy de l’Ours","Les Follettes","2023","3","Balda 4 · Derecha","Les Follettes 2023 3 Balda 4 · Derecha"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Leroy","Bourgogne","2018","1","Balda 5 · E","Bourgogne 2018 1 Balda 5 · E"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Leroy","Pommard 1er Cru Les Fremiers","2017","2","Balda 5 · E","Pommard 1er Cru Les Fremiers 2017 2 Balda 5 · E"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Leroy","Savigny-lès-Beaune","2018","1","Balda 5 · E","Savigny-lès-Beaune 2018 1 Balda 5 · E"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Les Terres de Philéandre","Savigny-lès-Beaune 1er Cru Les Serpentières","2022","2","Balda 1 · Derecha","Savigny-lès-Beaune 1er Cru Les Serpentières 2022 2 Balda 1 · Derecha"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Louis Jadot","Volnay 1er Cru Clos de la Barre","2021","3","Balda 2 · Izquierda","Volnay 1er Cru Clos de la Barre 2021 3 Balda 2 · Izquierda"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Louis Jadot","Volnay 1er Cru Clos de la Barre","2022","3","Balda 3 · Derecha","Volnay 1er Cru Clos de la Barre 2022 3 Balda 3 · Derecha"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Lucien Le Moine","Chambolle-Musigny ‘Les Hauts Doix’","2022","1","Balda 5 · A","Chambolle-Musigny ‘Les Hauts Doix’ 2022 1 Balda 5 · A"
"222 borgoña_tintos.pdf","4","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Lucien Muzard","Santenay ‘Maladière’","2023","3","Balda 2 · Izquierda","Santenay ‘Maladière’ 2023 3 Balda 2 · Izquierda"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Michel Lafarge","Bourgogne","2022","3","Balda 7 · Izquierda","Bourgogne 2022 3 Balda 7 · Izquierda"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Michel Lafarge","Volnay","2022","3","Balda 7 · Izquierda","Volnay 2022 3 Balda 7 · Izquierda"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Michel Noëllat","Chambolle-Musigny","2022","3","Balda 6 · Centro","Chambolle-Musigny 2022 3 Balda 6 · Centro"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Pacalet","Vosne-Romanée 1er Cru Les Chaumes","2023","1","Balda 8 · Derecha","Vosne-Romanée 1er Cru Les Chaumes 2023 1 Balda 8 · Derecha"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Pernot","Gevrey-Chambertin","2022","4","Balda 6 · Centro","Gevrey-Chambertin 2022 4 Balda 6 · Centro"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Pierre Morey","Meursault","—","1","Balda 6 · Derecha","Meursault — 1 Balda 6 · Derecha"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Pierre Morey","Volnay 1er Cru Pitures","2023","3","Balda 3 · Izquierda","Volnay 1er Cru Pitures 2023 3 Balda 3 · Izquierda"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Prieuré Roch","Gevrey-Chambertin 1er Cru Clos de Varoilles","2022","3","Balda 5 · D","Gevrey-Chambertin 1er Cru Clos de Varoilles 2022 3 Balda 5 · D"
"222 borgoña_tintos.pdf","5","Borgoña tintos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 4 y Cava 5 (PA)","PA – Cava 4","","Rougeot","Volnay 1er Cru Santenots","2022","3","Balda 2 · Izquierda","Volnay 1er Cru Santenots 2022 3 Balda 2 · Izquierda"
