orden,excel_row,tipo,cava,area,balda,linea,sublinea,es_checklist,entrada_sin_checkbox,vino_sin_cantidad,cantidad,cantidad_raw,nota_post_cantidad,texto_excel,item_id,item_part,item_total_parts,item_entrada_completa,item_vino_sin_cantidad_completo,item_cantidad,item_cantidad_raw,item_nota_post_cantidad
349,402,ITEM,CAVA F,,BALDA 2,,,False,Chateau Haut-Bailly Grand Cru Classe 2010 x1,Chateau Haut-Bailly Grand Cru Classe 2010,1,x1,,Chateau Haut-Bailly Grand Cru Classe 2010 x1,I0286,1,1,Chateau Haut-Bailly Grand Cru Classe 2010 x1,Chateau Haut-Bailly Grand Cru Classe 2010,1,x1,
350,403,ITEM,CAVA F,,BALDA 2,,,False,La Nieta 2021 x2,La Nieta 2021,2,x2,,La Nieta 2021 x2,I0287,1,1,La Nieta 2021 x2,La Nieta 2021,2,x2,
351,404,ITEM,CAVA F,,BALDA 2,,,False,Abadía Retuerta Cuvee Palomar 2021 x1,Abadía Retuerta Cuvee Palomar 2021,1,x1,,Abadía Retuerta Cuvee Palomar 2021 x1,I0288,1,1,Abadía Retuerta Cuvee Palomar 2021 x1,Abadía Retuerta Cuvee Palomar 2021,1,x1,
352,405,ITEM,CAVA F,,BALDA 2,,,False,Rosso D’Uco Valle de Uco 2023 x1,Rosso D’Uco Valle de Uco 2023,1,x1,,Rosso D’Uco Valle de Uco 2023 x1 ,I0289,1,1,Rosso D’Uco Valle de Uco 2023 x1,Rosso D’Uco Valle de Uco 2023,1,x1,
353,406,ITEM,CAVA F,,BALDA 2,,,False,Contino Viña del Olivo 2022 x2,Contino Viña del Olivo 2022,2,x2,,Contino Viña del Olivo 2022 x2,I0290,1,1,Contino Viña del Olivo 2022 x2,Contino Viña del Olivo 2022,2,x2,
354,407,ITEM,CAVA F,,BALDA 2,,,False,La Quebra 2021 Gredos x1,La Quebra 2021 Gredos,1,x1,,La Quebra 2021 Gredos x1,I0291,1,1,La Quebra 2021 Gredos x1,La Quebra 2021 Gredos,1,x1,
355,408,ITEM,CAVA F,,BALDA 2,,,False,El Puntido 2022 Rioja x1,El Puntido 2022 Rioja,1,x1,,El Puntido 2022 Rioja x1,I0292,1,1,El Puntido 2022 Rioja x1,El Puntido 2022 Rioja,1,x1,
356,409,ITEM,CAVA F,,BALDA 2,,,False,Más Doix Tossal D’ En Bou 2022 Priorat x1,Más Doix Tossal D’ En Bou 2022 Priorat,1,x1,,Más Doix Tossal D’ En Bou 2022 Priorat x1 ,I0293,1,1,Más Doix Tossal D’ En Bou 2022 Priorat x1,Más Doix Tossal D’ En Bou 2022 Priorat,1,x1,
357,411,BALDA,CAVA F,,BALDA 3,,,,,,,,,BALDA 3,,,,,,,,
358,412,ITEM,CAVA F,,BALDA 3,,,False,Remirez de Ganuza Gran Reserva 2012 x3,Remirez de Ganuza Gran Reserva 2012,3,x3,,Remirez de Ganuza Gran Reserva 2012 x3,I0294,1,1,Remirez de Ganuza Gran Reserva 2012 x3,Remirez de Ganuza Gran Reserva 2012,3,x3,
359,413,ITEM,CAVA F,,BALDA 3,,,False,Comado G La tumba del Rey Moro 2022 x1,Comado G La tumba del Rey Moro 2022,1,x1,,Comado G La tumba del Rey Moro 2022 x1,I0295,1,1,Comado G La tumba del Rey Moro 2022 x1,Comado G La tumba del Rey Moro 2022,1,x1,
360,414,ITEM,CAVA F,,BALDA 3,,,False,"Las Beatas 1,9 ha 2022 Rioja x1","Las Beatas 1,9 ha 2022 Rioja",1,x1,,"Las Beatas 1,9 ha 2022 Rioja x1",I0296,1,1,"Las Beatas 1,9 ha 2022 Rioja x1","Las Beatas 1,9 ha 2022 Rioja",1,x1,
361,415,ITEM,CAVA F,,BALDA 3,,,False,Remirez de Ganuza Gran Reserva 1994 x1,Remirez de Ganuza Gran Reserva 1994,1,x1,,Remirez de Ganuza Gran Reserva 1994 x1,I0297,1,1,Remirez de Ganuza Gran Reserva 1994 x1,Remirez de Ganuza Gran Reserva 1994,1,x1,
362,416,ITEM,CAVA F,,BALDA 3,,,False,Contador 2022x2,Contador 2022,2,x2,,Contador 2022x2,I0298,1,1,Contador 2022x2,Contador 2022,2,x2,
363,417,ITEM,CAVA F,,BALDA 3,,,False,Ausas Interpretacion 2022 x2,Ausas Interpretacion 2022,2,x2,,Ausas Interpretacion 2022 x2,I0299,1,1,Ausas Interpretacion 2022 x2,Ausas Interpretacion 2022,2,x2,
364,419,BALDA,CAVA F,,BALDA 4,,,,,,,,,BALDA 4,,,,,,,,
365,420,ITEM,CAVA F,,BALDA 4,,,False,Ceritas Peter Martin Ray Vineyard 2021 California x1,Ceritas Peter Martin Ray Vineyard 2021 California,1,x1,,Ceritas Peter Martin Ray Vineyard 2021 California x1,I0300,1,1,Ceritas Peter Martin Ray Vineyard 2021 California x1,Ceritas Peter Martin Ray Vineyard 2021 California,1,x1,
366,421,ITEM,CAVA F,,BALDA 4,,,False,Vega Sicilia Valbuena 5 2020 x1,Vega Sicilia Valbuena 5 2020,1,x1,,Vega Sicilia Valbuena 5 2020 x1,I0301,1,1,Vega Sicilia Valbuena 5 2020 x1,Vega Sicilia Valbuena 5 2020,1,x1,
367,422,ITEM,CAVA F,,BALDA 4,,,False,Vega Sicilia Único 2015 x3,Vega Sicilia Único 2015,3,x3,,Vega Sicilia Único 2015 x3,I0302,1,1,Vega Sicilia Único 2015 x3,Vega Sicilia Único 2015,3,x3,
368,423,ITEM,CAVA F,,BALDA 4,,,False,Pintia Toro 2020 x3,Pintia Toro 2020,3,x3,,Pintia Toro 2020 x3,I0303,1,1,Pintia Toro 2020 x3,Pintia Toro 2020,3,x3,
369,424,ITEM,CAVA F,,BALDA 4,,,False,Pintia Toro 2017 x1,Pintia Toro 2017,1,x1,,Pintia Toro 2017 x1,I0304,1,1,Pintia Toro 2017 x1,Pintia Toro 2017,1,x1,
370,425,ITEM,CAVA F,,BALDA 4,,,False,Attis Caiño Tinto 2018,Attis Caiño Tinto 2018,,,,Attis Caiño Tinto 2018,I0305,1,2,Attis Caiño Tinto 2018 Viña el Pison 2022 x1,Attis Caiño Tinto 2018 Viña el Pison 2022,1,x1,
371,426,ITEM,CAVA F,,BALDA 4,,,False,Viña el Pison 2022 x1,Viña el Pison 2022,1,x1,,Viña el Pison 2022 x1,I0305,2,2,Attis Caiño Tinto 2018 Viña el Pison 2022 x1,Attis Caiño Tinto 2018 Viña el Pison 2022,1,x1,
372,427,ITEM,CAVA F,,BALDA 4,,,False,Dominio de la Bienvenida “La Fortuna” 2022 x1,Dominio de la Bienvenida “La Fortuna” 2022,1,x1,,Dominio de la Bienvenida “La Fortuna” 2022 x1,I0306,1,1,Dominio de la Bienvenida “La Fortuna” 2022 x1,Dominio de la Bienvenida “La Fortuna” 2022,1,x1,
373,429,BALDA,CAVA F,,BALDA 5,,,,,,,,,BALDA 5 ,,,,,,,,
374,430,ITEM,CAVA F,,BALDA 5,,,False,Malleolus de Valderramiro 2020 x2,Malleolus de Valderramiro 2020,2,x2,,Malleolus de Valderramiro 2020 x2,I0307,1,1,Malleolus de Valderramiro 2020 x2,Malleolus de Valderramiro 2020,2,x2,
375,431,ITEM,CAVA F,,BALDA 5,,,False,Malleolus de SanchoMartin x2,Malleolus de SanchoMartin,2,x2,,Malleolus de SanchoMartin x2,I0308,1,1,Malleolus de SanchoMartin x2,Malleolus de SanchoMartin,2,x2,
376,432,ITEM,CAVA F,,BALDA 5,,,False,Quiñon de Vallirana 2021 x1,Quiñon de Vallirana 2021,1,x1,,Quiñon de Vallirana 2021 x1 ,I0309,1,1,Quiñon de Vallirana 2021 x1,Quiñon de Vallirana 2021,1,x1,
377,433,ITEM,CAVA F,,BALDA 5,,,False,Dalmau Marqués de Murrieta 2020 x2,Dalmau Marqués de Murrieta 2020,2,x2,,Dalmau Marqués de Murrieta 2020 x2,I0310,1,1,Dalmau Marqués de Murrieta 2020 x2,Dalmau Marqués de Murrieta 2020,2,x2,
378,434,ITEM,CAVA F,,BALDA 5,,,False,Finca El Bosque 2017 x1,Finca El Bosque 2017,1,x1,,Finca El Bosque 2017 x1,I0311,1,1,Finca El Bosque 2017 x1,Finca El Bosque 2017,1,x1,
379,435,ITEM,CAVA F,,BALDA 5,,,False,Finca El Bosque 2022 x1,Finca El Bosque 2022,1,x1,,Finca El Bosque 2022 x1,I0312,1,1,Finca El Bosque 2022 x1,Finca El Bosque 2022,1,x1,
380,436,ITEM,CAVA F,,BALDA 5,,,False,Dominio del Aguila Reserva 2020 x1,Dominio del Aguila Reserva 2020,1,x1,,Dominio del Aguila Reserva 2020 x1,I0313,1,1,Dominio del Aguila Reserva 2020 x1,Dominio del Aguila Reserva 2020,1,x1,
381,437,ITEM,CAVA F,,BALDA 5,,,False,"Finca Dofi Gratallops 2023 Priorat 37,5 cl x1","Finca Dofi Gratallops 2023 Priorat 37,5 cl",1,x1,,"Finca Dofi Gratallops 2023 Priorat 37,5 cl x1",I0314,1,1,"Finca Dofi Gratallops 2023 Priorat 37,5 cl x1","Finca Dofi Gratallops 2023 Priorat 37,5 cl",1,x1,
382,439,BALDA,CAVA F,,BALDA 6,,,,,,,,,BALDA 6,,,,,,,,
383,440,ITEM,CAVA F,,BALDA 6,,,False,Viña Tondonia Rioja 2012 Reserva 2012 x2,Viña Tondonia Rioja 2012 Reserva 2012,2,x2,,Viña Tondonia Rioja 2012 Reserva 2012 x2,I0315,1,1,Viña Tondonia Rioja 2012 Reserva 2012 x2,Viña Tondonia Rioja 2012 Reserva 2012,2,x2,
384,441,ITEM,CAVA F,,BALDA 6,,,False,"Bodega Lanzaga La Estrada 0,64ha 2022  x1","Bodega Lanzaga La Estrada 0,64ha 2022",1,x1,,"Bodega Lanzaga La Estrada 0,64ha 2022  x1",I0316,1,1,"Bodega Lanzaga La Estrada 0,64ha 2022  x1","Bodega Lanzaga La Estrada 0,64ha 2022",1,x1,
385,442,ITEM,CAVA F,,BALDA 6,,,False,"Tabuerniga 2,7 ha 2022 Rioja x2","Tabuerniga 2,7 ha 2022 Rioja",2,x2,,"Tabuerniga 2,7 ha 2022 Rioja x2",I0317,1,1,"Tabuerniga 2,7 ha 2022 Rioja x2","Tabuerniga 2,7 ha 2022 Rioja",2,x2,
386,443,ITEM,CAVA F,,BALDA 6,,,False,Rioja Alta 904 2016 x2,Rioja Alta 904 2016,2,x2,,Rioja Alta 904 2016 x2,I0318,1,1,Rioja Alta 904 2016 x2,Rioja Alta 904 2016,2,x2,
387,444,ITEM,CAVA F,,BALDA 6,,,False,La Rioja Alta 890 2010 x1,La Rioja Alta 890 2010,1,x1,,La Rioja Alta 890 2010 x1,I0319,1,1,La Rioja Alta 890 2010 x1,La Rioja Alta 890 2010,1,x1,
388,445,ITEM,CAVA F,,BALDA 6,,,False,La Rioja Alta 890 2004 x1,La Rioja Alta 890 2004,1,x1,,La Rioja Alta 890 2004 x1,I0320,1,1,La Rioja Alta 890 2004 x1,La Rioja Alta 890 2004,1,x1,
389,446,ITEM,CAVA F,,BALDA 6,,,False,La Rioja Alta 904 2001 x1,La Rioja Alta 904 2001,1,x1,,La Rioja Alta 904 2001 x1,I0321,1,1,La Rioja Alta 904 2001 x1,La Rioja Alta 904 2001,1,x1,
390,447,ITEM,CAVA F,,BALDA 6,,,False,"Las Beatas 1,9 ha 2022 Rioja x1","Las Beatas 1,9 ha 2022 Rioja",1,x1,,"Las Beatas 1,9 ha 2022 Rioja x1",I0322,1,1,"Las Beatas 1,9 ha 2022 Rioja x1","Las Beatas 1,9 ha 2022 Rioja",1,x1,
391,449,BALDA,CAVA F,,BALDA 7,,,,,,,,,BALDA 7,,,,,,,,
392,450,ITEM,CAVA F,,BALDA 7,,,False,Finca El Bosque 2009 x1,Finca El Bosque 2009,1,x1,,Finca El Bosque 2009 x1,I0323,1,1,Finca El Bosque 2009 x1,Finca El Bosque 2009,1,x1,
393,451,ITEM,CAVA F,,BALDA 7,,,False,San Cucufate 2019 x1,San Cucufate 2019,1,x1,,San Cucufate 2019 x1,I0324,1,1,San Cucufate 2019 x1,San Cucufate 2019,1,x1,
394,452,ITEM,CAVA F,,BALDA 7,,,False,San Vicente 2021 x1,San Vicente 2021,1,x1,,San Vicente 2021 x1,I0325,1,1,San Vicente 2021 x1,San Vicente 2021,1,x1,
395,453,ITEM,CAVA F,,BALDA 7,,,False,Valduero 6 años 2016 x1,Valduero 6 años 2016,1,x1,,Valduero 6 años 2016 x1,I0326,1,1,Valduero 6 años 2016 x1,Valduero 6 años 2016,1,x1,
396,454,ITEM,CAVA F,,BALDA 7,,,False,Les Pieds sur Terre Cotes du Jura 2023 x2,Les Pieds sur Terre Cotes du Jura 2023,2,x2,,Les Pieds sur Terre Cotes du Jura 2023 x2,I0327,1,1,Les Pieds sur Terre Cotes du Jura 2023 x2,Les Pieds sur Terre Cotes du Jura 2023,2,x2,
397,455,ITEM,CAVA F,,BALDA 7,,,False,Dominio de Calogia Doble M 2020 x1,Dominio de Calogia Doble M 2020,1,x1,,Dominio de Calogia Doble M 2020 x1,I0328,1,1,Dominio de Calogia Doble M 2020 x1,Dominio de Calogia Doble M 2020,1,x1,
398,456,ITEM,CAVA F,,BALDA 7,,,False,Comando G La Breña 2022 Gredos x2,Comando G La Breña 2022 Gredos,2,x2,,Comando G La Breña 2022 Gredos x2,I0329,1,1,Comando G La Breña 2022 Gredos x2,Comando G La Breña 2022 Gredos,2,x2,
399,457,ITEM,CAVA F,,BALDA 7,,,False,Dominio del Soto Camino Gumiel 2022 x2,Dominio del Soto Camino Gumiel 2022,2,x2,,Dominio del Soto Camino Gumiel 2022 x2,I0330,1,1,Dominio del Soto Camino Gumiel 2022 x2,Dominio del Soto Camino Gumiel 2022,2,x2,
400,459,BALDA,CAVA F,,BALDA 8,,,,,,,,,BALDA 8 ,,,,,,,,
401,460,ITEM,CAVA F,,BALDA 8,,,False,Brunello di Montalcino 2020 Le Ragnaie x2,Brunello di Montalcino 2020 Le Ragnaie,2,x2,,Brunello di Montalcino 2020 Le Ragnaie x2,I0331,1,1,Brunello di Montalcino 2020 Le Ragnaie x2,Brunello di Montalcino 2020 Le Ragnaie,2,x2,
402,461,ITEM,CAVA F,,BALDA 8,,,False,Cascina delle Rose 2022 Barbaresco Tre Stelle x2,Cascina delle Rose 2022 Barbaresco Tre Stelle,2,x2,,Cascina delle Rose 2022 Barbaresco Tre Stelle x2,I0332,1,1,Cascina delle Rose 2022 Barbaresco Tre Stelle x2,Cascina delle Rose 2022 Barbaresco Tre Stelle,2,x2,
403,462,ITEM,CAVA F,,BALDA 8,,,False,Saint Clair Pioneer Block 2023 Pinot Noir x2,Saint Clair Pioneer Block 2023 Pinot Noir,2,x2,,Saint Clair Pioneer Block 2023 Pinot Noir x2,I0333,1,1,Saint Clair Pioneer Block 2023 Pinot Noir x2,Saint Clair Pioneer Block 2023 Pinot Noir,2,x2,
404,463,ITEM,CAVA F,,BALDA 8,,,False,Cascina delle Rose 2022 Barbaresco Rio Sordo x1,Cascina delle Rose 2022 Barbaresco Rio Sordo,1,x1,,Cascina delle Rose 2022 Barbaresco Rio Sordo x1,I0334,1,1,Cascina delle Rose 2022 Barbaresco Rio Sordo x1,Cascina delle Rose 2022 Barbaresco Rio Sordo,1,x1,
405,464,ITEM,CAVA F,,BALDA 8,,,False,Son Agulló Mantonegro  2022 Mallorca x1,Son Agulló Mantonegro  2022 Mallorca,1,x1,,Son Agulló Mantonegro  2022 Mallorca x1,I0335,1,1,Son Agulló Mantonegro  2022 Mallorca x1,Son Agulló Mantonegro  2022 Mallorca,1,x1,
406,465,ITEM,CAVA F,,BALDA 8,,,False,Storm Pinot Noir 2022,Storm Pinot Noir 2022,,,,Storm Pinot Noir 2022 ,I0336,1,2,Storm Pinot Noir 2022 Ata Rangi Martinborough Pinot Noir 2021 x2,Storm Pinot Noir 2022 Ata Rangi Martinborough Pinot Noir 2021,2,x2,
407,466,ITEM,CAVA F,,BALDA 8,,,False,Ata Rangi Martinborough Pinot Noir 2021 x2,Ata Rangi Martinborough Pinot Noir 2021,2,x2,,Ata Rangi Martinborough Pinot Noir 2021 x2,I0336,2,2,Storm Pinot Noir 2022 Ata Rangi Martinborough Pinot Noir 2021 x2,Storm Pinot Noir 2022 Ata Rangi Martinborough Pinot Noir 2021,2,x2,
408,468,BALDA,CAVA F,,BALDA 9,,,,,,,,,BALDA 9,,,,,,,,
409,469,ITEM,CAVA F,,BALDA 9,,,False,Venus de la Figuera 2020 Garnacha Montsant x2,Venus de la Figuera 2020 Garnacha Montsant,2,x2,,Venus de la Figuera 2020 Garnacha Montsant x2,I0337,1,1,Venus de la Figuera 2020 Garnacha Montsant x2,Venus de la Figuera 2020 Garnacha Montsant,2,x2,
410,470,ITEM,CAVA F,,BALDA 9,,,False,Catena Zapata  Nicasia Vineyard Malbec 2022x1,Catena Zapata  Nicasia Vineyard Malbec 2022,1,x1,,Catena Zapata  Nicasia Vineyard Malbec 2022x1,I0338,1,1,Catena Zapata  Nicasia Vineyard Malbec 2022x1,Catena Zapata  Nicasia Vineyard Malbec 2022,1,x1,
411,471,ITEM,CAVA F,,BALDA 9,,,False,Bressia Conjuro 2016 Mendoza x2,Bressia Conjuro 2016 Mendoza,2,x2,,Bressia Conjuro 2016 Mendoza x2 ,I0339,1,1,Bressia Conjuro 2016 Mendoza x2,Bressia Conjuro 2016 Mendoza,2,x2,
412,472,ITEM,CAVA F,,BALDA 9,,,False,Finca Piedra Infinita Supercal Zuccardi Malbec 2020 x1,Finca Piedra Infinita Supercal Zuccardi Malbec 2020,1,x1,,Finca Piedra Infinita Supercal Zuccardi Malbec 2020 x1 ,I0340,1,1,Finca Piedra Infinita Supercal Zuccardi Malbec 2020 x1,Finca Piedra Infinita Supercal Zuccardi Malbec 2020,1,x1,
413,473,ITEM,CAVA F,,BALDA 9,,,False,Abadía Retuerta X 2006 x1,Abadía Retuerta X 2006,1,x1,,Abadía Retuerta X 2006 x1,I0341,1,1,Abadía Retuerta X 2006 x1,Abadía Retuerta X 2006,1,x1,
414,474,ITEM,CAVA F,,BALDA 9,,,False,Domaine des Perdix 2022 Nuits -Saint-Georges Premier Cru x1,Domaine des Perdix 2022 Nuits -Saint-Georges Premier Cru,1,x1,,Domaine des Perdix 2022 Nuits -Saint-Georges Premier Cru x1,I0342,1,1,Domaine des Perdix 2022 Nuits -Saint-Georges Premier Cru x1,Domaine des Perdix 2022 Nuits -Saint-Georges Premier Cru,1,x1,
415,475,ITEM,CAVA F,,BALDA 9,,,False,Domaine des Perdix 2023 Nuits- Saint- Georges Premier Cru x1,Domaine des Perdix 2023 Nuits- Saint- Georges Premier Cru,1,x1,,Domaine des Perdix 2023 Nuits- Saint- Georges Premier Cru x1,I0343,1,1,Domaine des Perdix 2023 Nuits- Saint- Georges Premier Cru x1,Domaine des Perdix 2023 Nuits- Saint- Georges Premier Cru,1,x1,
416,476,ITEM,CAVA F,,BALDA 9,,,False,Riccitelli Malbec 2022 x1,Riccitelli Malbec 2022,1,x1,,Riccitelli Malbec 2022 x1,I0344,1,1,Riccitelli Malbec 2022 x1,Riccitelli Malbec 2022,1,x1,
417,478,BALDA,CAVA F,,BALDA 10,,,,,,,,,BALDA 10,,,,,,,,
418,479,ITEM,CAVA F,,BALDA 10,,,False,Ángelus 2018 Magnum x1,Ángelus 2018 Magnum,1,x1,,Ángelus 2018 Magnum x1 ,I0345,1,1,Ángelus 2018 Magnum x1,Ángelus 2018 Magnum,1,x1,
419,480,ITEM,CAVA F,,BALDA 10,,,False,Terreus 2022 Cima de la Cueva Baja Magnum x1,Terreus 2022 Cima de la Cueva Baja Magnum,1,x1,,Terreus 2022 Cima de la Cueva Baja Magnum x1,I0346,1,1,Terreus 2022 Cima de la Cueva Baja Magnum x1,Terreus 2022 Cima de la Cueva Baja Magnum,1,x1,
420,481,ITEM,CAVA F,,BALDA 10,,,False,Dominio de Calogia 2021 Magnum x1,Dominio de Calogia 2021 Magnum,1,x1,,Dominio de Calogia 2021 Magnum x1 ,I0347,1,1,Dominio de Calogia 2021 Magnum x1,Dominio de Calogia 2021 Magnum,1,x1,
421,482,ITEM,CAVA F,,BALDA 10,,,False,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2005 x3,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2005,3,x3,,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2005 x3 ,I0348,1,1,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2005 x3,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2005,3,x3,
422,483,ITEM,CAVA F,,BALDA 10,,,False,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2010 x2,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2010,2,x2,,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2010 x2,I0349,1,1,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2010 x2,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2010,2,x2,
423,484,ITEM,CAVA F,,BALDA 10,,,False,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2012 x1,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2012,1,x1,,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2012 x1 ,I0350,1,1,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2012 x1,Castillo Ygay Rioja Marqués de Murrieta Gran Reserva 2012,1,x1,
424,485,ITEM,CAVA F,,BALDA 10,,,False,Amancio 2021 Magnun Rioja x1,Amancio 2021 Magnun Rioja,1,x1,,Amancio 2021 Magnun Rioja x1,I0351,1,1,Amancio 2021 Magnun Rioja x1,Amancio 2021 Magnun Rioja,1,x1,
425,487,CAVA,CAVA Exhibición blancos y espumosos salón :,,,,,,,,,,,CAVA Exhibición blancos y espumosos salón :,,,,,,,,
426,489,AREA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,,,,,,,,,,PUERTA IZDA:,,,,,,,,
427,491,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 1,,,,,,,,,BALDA 1,,,,,,,,
428,493,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 1,,,True,"GAJA , Gaia&Rey Langhe 2023 x1","GAJA , Gaia&Rey Langhe 2023",1,x1,,"- [ ] GAJA , Gaia&Rey Langhe 2023 x1",I0352,1,1,"GAJA , Gaia&Rey Langhe 2023 x1","GAJA , Gaia&Rey Langhe 2023",1,x1,
429,494,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 1,,,True,"Carillon 1611, Puligny  Montrachet Millesime 2023 x1","Carillon 1611, Puligny  Montrachet Millesime 2023",1,x1,,"- [ ] Carillon 1611, Puligny  Montrachet Millesime 2023 x1",I0353,1,1,"Carillon 1611, Puligny  Montrachet Millesime 2023 x1","Carillon 1611, Puligny  Montrachet Millesime 2023",1,x1,
430,495,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 1,,,True,"José Pariente,25 años en Barrica x1","José Pariente,25 años en Barrica",1,x1,,"- [ ] José Pariente,25 años en Barrica x1",I0354,1,1,"José Pariente,25 años en Barrica x1","José Pariente,25 años en Barrica",1,x1,
431,496,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 1,,,True,"Chablis Premier Cru , Montee de Tonnerre 2020 x1","Chablis Premier Cru , Montee de Tonnerre 2020",1,x1,,"- [ ] Chablis Premier Cru , Montee de Tonnerre 2020 x1",I0355,1,1,"Chablis Premier Cru , Montee de Tonnerre 2020 x1","Chablis Premier Cru , Montee de Tonnerre 2020",1,x1,
432,498,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 2,,,,,,,,,BALDA 2,,,,,,,,
433,499,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 2,,,True,"GAJA , Gaia&Rey Langhe 2023 x1","GAJA , Gaia&Rey Langhe 2023",1,x1,,"- [ ] GAJA , Gaia&Rey Langhe 2023 x1",I0356,1,1,"GAJA , Gaia&Rey Langhe 2023 x1","GAJA , Gaia&Rey Langhe 2023",1,x1,
434,500,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 2,,,True,"Pavillon Blanc, Chateau Margaux 2022 x1","Pavillon Blanc, Chateau Margaux 2022",1,x1,,"- [ ] Pavillon Blanc, Chateau Margaux 2022 x1",I0357,1,1,"Pavillon Blanc, Chateau Margaux 2022 x1","Pavillon Blanc, Chateau Margaux 2022",1,x1,
435,501,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 2,,,True,"Odisntal ,Muschelkalk 2022 x1","Odisntal ,Muschelkalk 2022",1,x1,,"- [ ] Odisntal ,Muschelkalk 2022 x1",I0358,1,1,"Odisntal ,Muschelkalk 2022 x1","Odisntal ,Muschelkalk 2022",1,x1,
436,502,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 2,,,True,"Pazo da Sinsela, San Clemente 2021 x1","Pazo da Sinsela, San Clemente 2021",1,x1,,"- [ ] Pazo da Sinsela, San Clemente 2021 x1",I0359,1,1,"Pazo da Sinsela, San Clemente 2021 x1","Pazo da Sinsela, San Clemente 2021",1,x1,
437,504,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 3,,,,,,,,,BALDA 3,,,,,,,,
438,506,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 3,,,True,"Bruno Colin, Chassagne Montrachet 2023 x1","Bruno Colin, Chassagne Montrachet 2023",1,x1,,"- [ ] Bruno Colin, Chassagne Montrachet 2023 x1",I0360,1,1,"Bruno Colin, Chassagne Montrachet 2023 x1","Bruno Colin, Chassagne Montrachet 2023",1,x1,
439,507,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 3,,,True,"Marqués de Murrieta, Castillo Ygay Cosecha 1986 x1","Marqués de Murrieta, Castillo Ygay Cosecha 1986",1,x1,,"- [ ] Marqués de Murrieta, Castillo Ygay Cosecha 1986 x1 ",I0361,1,1,"Marqués de Murrieta, Castillo Ygay Cosecha 1986 x1","Marqués de Murrieta, Castillo Ygay Cosecha 1986",1,x1,
440,508,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 3,,,True,"GAJA , Gaia&Rey Langhe 2023 x1","GAJA , Gaia&Rey Langhe 2023",1,x1,,"- [ ] GAJA , Gaia&Rey Langhe 2023 x1",I0362,1,1,"GAJA , Gaia&Rey Langhe 2023 x1","GAJA , Gaia&Rey Langhe 2023",1,x1,
441,509,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 3,,,True,"Bruno Colin, Chassagne Montrachet 2023 x1","Bruno Colin, Chassagne Montrachet 2023",1,x1,,"- [ ] Bruno Colin, Chassagne Montrachet 2023 x1",I0363,1,1,"Bruno Colin, Chassagne Montrachet 2023 x1","Bruno Colin, Chassagne Montrachet 2023",1,x1,
442,510,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 3,,,True,"De Morgenzon Stellenbosch,Reservé Chenin Blanc 2022 x1","De Morgenzon Stellenbosch,Reservé Chenin Blanc 2022",1,x1,,"- [ ] De Morgenzon Stellenbosch,Reservé Chenin Blanc 2022 x1",I0364,1,1,"De Morgenzon Stellenbosch,Reservé Chenin Blanc 2022 x1","De Morgenzon Stellenbosch,Reservé Chenin Blanc 2022",1,x1,
443,512,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 4,,,,,,,,,BALDA 4 ,,,,,,,,
