orden,excel_row,tipo,cava,area,balda,linea,sublinea,es_checklist,entrada_sin_checkbox,vino_sin_cantidad,cantidad,cantidad_raw,nota_post_cantidad,texto_excel,item_id,item_part,item_total_parts,item_entrada_completa,item_vino_sin_cantidad_completo,item_cantidad,item_cantidad_raw,item_nota_post_cantidad
501,584,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 9,Línea 3,,,,,,,,Línea 3,,,,,,,,
502,585,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 9,Línea 3,,True,"Joseph Drouchin, Montrachet Grand Cru,, Marquis de Laguiche 2022 x1","Joseph Drouchin, Montrachet Grand Cru,, Marquis de Laguiche 2022",1,x1,,"- [ ] Joseph Drouchin, Montrachet Grand Cru,, Marquis de Laguiche 2022 x1",I0396,1,1,"Joseph Drouchin, Montrachet Grand Cru,, Marquis de Laguiche 2022 x1","Joseph Drouchin, Montrachet Grand Cru,, Marquis de Laguiche 2022",1,x1,
503,586,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 9,Línea 5,,,,,,,,Línea 5 ,,,,,,,,
504,587,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 9,Línea 5,,True,"Bruno Colin, Chassagne-Montrachet Premier Cru- La Maltroie 2023 x1 Línea","Bruno Colin, Chassagne-Montrachet Premier Cru- La Maltroie 2023",1,x1,Línea,"- [ ] Bruno Colin, Chassagne-Montrachet Premier Cru- La Maltroie 2023 x1 Línea",I0397,1,1,"Bruno Colin, Chassagne-Montrachet Premier Cru- La Maltroie 2023 x1 Línea","Bruno Colin, Chassagne-Montrachet Premier Cru- La Maltroie 2023",1,x1,Línea
505,588,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,,,,,,,,,BALDA 10 ,,,,,,,,
506,589,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 1,,,,,,,,Línea 1,,,,,,,,
507,590,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 1,,True,"Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023 x 1","Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023",1,x1,,"- [ ] Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023 x 1",I0398,1,1,"Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023 x 1","Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023",1,x1,
508,591,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 2,,,,,,,,Línea 2,,,,,,,,
509,592,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 2,,True,"Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023 x 1","Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023",1,x1,,"- [ ] Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023 x 1",I0399,1,1,"Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023 x 1","Bruno Colin, Chassagne- Montrachet Premier Cru - La Maltroie 2023",1,x1,
510,593,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 3,,,,,,,,Línea 3,,,,,,,,
511,594,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 3,,True,"Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1","Bruno Colin , Cotón Charlemagne 2023 Grand Cru",1,x1,,"- [ ] Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1 ",I0400,1,1,"Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1","Bruno Colin , Cotón Charlemagne 2023 Grand Cru",1,x1,
512,595,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 4,,,,,,,,Línea 4,,,,,,,,
513,596,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 4,,True,"Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1","Bruno Colin , Cotón Charlemagne 2023 Grand Cru",1,x1,,"- [ ] Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1 ",I0401,1,1,"Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1","Bruno Colin , Cotón Charlemagne 2023 Grand Cru",1,x1,
514,597,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 5,,,,,,,,Línea 5,,,,,,,,
515,598,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 10,Línea 5,,True,"Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1","Bruno Colin , Cotón Charlemagne 2023 Grand Cru",1,x1,,"- [ ] Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1 ",I0402,1,1,"Bruno Colin , Cotón Charlemagne 2023 Grand Cru x1","Bruno Colin , Cotón Charlemagne 2023 Grand Cru",1,x1,
516,600,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,,,,,,,,,BALDA 11,,,,,,,,
517,601,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,Linea 1,,,,,,,,Linea 1 ,,,,,,,,
518,602,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,Linea 1,,True,"Roero Arneis , Marchesi di Barolo 2023 x1","Roero Arneis , Marchesi di Barolo 2023",1,x1,,"- [ ] Roero Arneis , Marchesi di Barolo 2023 x1",I0403,1,1,"Roero Arneis , Marchesi di Barolo 2023 x1","Roero Arneis , Marchesi di Barolo 2023",1,x1,
519,603,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,Línea 2,,,,,,,,Línea 2,,,,,,,,
520,604,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,Línea 2,,True,"Roero Arneis , Marchesi di Barolo 2023 x1","Roero Arneis , Marchesi di Barolo 2023",1,x1,,"- [ ] Roero Arneis , Marchesi di Barolo 2023 x1",I0404,1,1,"Roero Arneis , Marchesi di Barolo 2023 x1","Roero Arneis , Marchesi di Barolo 2023",1,x1,
521,605,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,Línea 4,,,,,,,,Línea 4 ,,,,,,,,
522,606,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,Línea 4,,True,"Pavillion Blanc 2017, Chateu Margaux x1","Pavillion Blanc 2017, Chateu Margaux",1,x1,,"- [ ] Pavillion Blanc 2017, Chateu Margaux x1",I0405,1,1,"Pavillion Blanc 2017, Chateu Margaux x1","Pavillion Blanc 2017, Chateu Margaux",1,x1,
523,607,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,Línea 5,,,,,,,,Línea 5 ,,,,,,,,
524,608,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA IZDA:,BALDA 11,Línea 5,,True,"Cos D Estournel 2020 , Bordeaux x1","Cos D Estournel 2020 , Bordeaux",1,x1,,"- [ ] Cos D Estournel 2020 , Bordeaux x1 ",I0406,1,1,"Cos D Estournel 2020 , Bordeaux x1","Cos D Estournel 2020 , Bordeaux",1,x1,
525,611,AREA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,,,,,,,,,,Puerta Derecha :,,,,,,,,
526,612,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,,,,,,,,,BALDA 1 ,,,,,,,,
527,613,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,Línea 1,,,,,,,,Línea 1,,,,,,,,
528,614,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,Línea 1,,True,"Georges Laval, Les Chenes 2020 Premier Cru Brut Nature x1","Georges Laval, Les Chenes 2020 Premier Cru Brut Nature",1,x1,,"- [ ] Georges Laval, Les Chenes 2020 Premier Cru Brut Nature x1",I0407,1,1,"Georges Laval, Les Chenes 2020 Premier Cru Brut Nature x1","Georges Laval, Les Chenes 2020 Premier Cru Brut Nature",1,x1,
529,615,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,Línea 3,,,,,,,,Línea 3,,,,,,,,
530,616,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,Línea 3,,True,"Fidele, Vouette&Sorbee Brut Nature x1","Fidele, Vouette&Sorbee Brut Nature",1,x1,,"- [ ] Fidele, Vouette&Sorbee Brut Nature x1",I0408,1,1,"Fidele, Vouette&Sorbee Brut Nature x1","Fidele, Vouette&Sorbee Brut Nature",1,x1,
531,617,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,Línea 4,,,,,,,,Línea 4,,,,,,,,
532,618,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,Línea 4,,True,"Fidele, Vouette&Sorbee Brut Nature x1","Fidele, Vouette&Sorbee Brut Nature",1,x1,,"- [ ] Fidele, Vouette&Sorbee Brut Nature x1",I0409,1,1,"Fidele, Vouette&Sorbee Brut Nature x1","Fidele, Vouette&Sorbee Brut Nature",1,x1,
533,619,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,Linea 5,,,,,,,,Linea 5,,,,,,,,
534,620,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 1,Linea 5,,True,Bollinger Rose x1,Bollinger Rose,1,x1,,- [ ] Bollinger Rose x1 ,I0410,1,1,Bollinger Rose x1,Bollinger Rose,1,x1,
535,621,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,,,,,,,,,BALDA 2,,,,,,,,
536,622,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,Línea 1,,,,,,,,Línea 1,,,,,,,,
537,623,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,Línea 1,,True,"Fleury,Robert  Fleury Extra Brut","Fleury,Robert  Fleury Extra Brut",,,,"- [ ] Fleury,Robert  Fleury Extra Brut ",I0411,1,1,"Fleury,Robert  Fleury Extra Brut","Fleury,Robert  Fleury Extra Brut",,,
538,624,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,Línea 2,,,,,,,,Línea 2,,,,,,,,
539,625,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,Línea 2,,True,"Leclerc Briant, Vertus 1er Cru, Les Monts Ferres Millesime 2018 x1","Leclerc Briant, Vertus 1er Cru, Les Monts Ferres Millesime 2018",1,x1,,"- [ ] Leclerc Briant, Vertus 1er Cru, Les Monts Ferres Millesime 2018 x1",I0412,1,1,"Leclerc Briant, Vertus 1er Cru, Les Monts Ferres Millesime 2018 x1","Leclerc Briant, Vertus 1er Cru, Les Monts Ferres Millesime 2018",1,x1,
540,626,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,Línea 4,,,,,,,,Línea 4,,,,,,,,
541,627,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,Línea 4,,True,Jacques- Lassaigne La coline Inspiree x1,Jacques- Lassaigne La coline Inspiree,1,x1,,- [ ] Jacques- Lassaigne La coline Inspiree x1,I0413,1,1,Jacques- Lassaigne La coline Inspiree x1,Jacques- Lassaigne La coline Inspiree,1,x1,
542,628,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,Línea 5,,,,,,,,Línea 5,,,,,,,,
543,629,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 2,Línea 5,,True,"Pierre- Peters, A Le Mesnil-Sur-Oger 2020,Grand Cru x1","Pierre- Peters, A Le Mesnil-Sur-Oger 2020,Grand Cru",1,x1,,"- [ ] Pierre- Peters, A Le Mesnil-Sur-Oger 2020,Grand Cru x1",I0414,1,1,"Pierre- Peters, A Le Mesnil-Sur-Oger 2020,Grand Cru x1","Pierre- Peters, A Le Mesnil-Sur-Oger 2020,Grand Cru",1,x1,
544,630,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,,,,,,,,,BALDA 3 ,,,,,,,,
545,631,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 1,,,,,,,,Línea 1 ,,,,,,,,
546,632,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 1,,True,"Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013x1","Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013",1,x1,,"- [ ] Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013x1",I0415,1,1,"Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013x1","Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013",1,x1,
547,633,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 2,,,,,,,,Línea 2,,,,,,,,
548,634,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 2,,True,"Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013x1","Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013",1,x1,,"- [ ] Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013x1",I0416,1,1,"Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013x1","Larmandier-Bernier, Vieille Vigne Du Levant Grand Cru 2013",1,x1,
549,635,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 3,,,,,,,,Línea 3,,,,,,,,
550,636,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 3,,True,"Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1","Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012",1,x1,,"- [ ] Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1",I0417,1,1,"Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1","Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012",1,x1,
551,637,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 4,,,,,,,,Línea 4,,,,,,,,
552,638,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 4,,True,"Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1","Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012",1,x1,,"- [ ] Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1",I0418,1,1,"Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1","Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012",1,x1,
553,639,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 5,,,,,,,,Línea 5,,,,,,,,
554,640,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 3,Línea 5,,True,"Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1","Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012",1,x1,,"- [ ] Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1",I0419,1,1,"Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012 x1","Pascal Doquet ,Le Mesnil Oger Grand Cru Coeur De Terroir 2012",1,x1,
555,641,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,,,,,,,,,BALDA 4 ,,,,,,,,
556,642,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,Línea 1,,,,,,,,Línea 1,,,,,,,,
557,643,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,Línea 1,,True,Dom Ruinart Rose Brut 2009 x2,Dom Ruinart Rose Brut 2009,2,x2,,- [ ] Dom Ruinart Rose Brut 2009 x2 ,I0420,1,1,Dom Ruinart Rose Brut 2009 x2,Dom Ruinart Rose Brut 2009,2,x2,
558,644,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,Línea 2,,,,,,,,Línea 2,,,,,,,,
559,645,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,Línea 2,,True,"Dom Perignon , Vintage 2015 Brut x3","Dom Perignon , Vintage 2015 Brut",3,x3,,"- [ ] Dom Perignon , Vintage 2015 Brut x3",I0421,1,1,"Dom Perignon , Vintage 2015 Brut x3","Dom Perignon , Vintage 2015 Brut",3,x3,
560,646,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,Línea 3,,,,,,,,Línea 3 ,,,,,,,,
561,647,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,Línea 3,,True,"Dom Perignon, Vintage 2006 , Plenitude 2 x3","Dom Perignon, Vintage 2006 , Plenitude 2",3,x3,,"- [ ] Dom Perignon, Vintage 2006 , Plenitude 2 x3",I0422,1,1,"Dom Perignon, Vintage 2006 , Plenitude 2 x3","Dom Perignon, Vintage 2006 , Plenitude 2",3,x3,
562,648,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,Linea 4,,,,,,,,Linea 4,,,,,,,,
563,649,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 4,Linea 4,,True,"Dom Ruinart , Blanc de Blancs  Extra brut 2013 x2","Dom Ruinart , Blanc de Blancs  Extra brut 2013",2,x2,,"- [ ] Dom Ruinart , Blanc de Blancs  Extra brut 2013 x2",I0423,1,1,"Dom Ruinart , Blanc de Blancs  Extra brut 2013 x2","Dom Ruinart , Blanc de Blancs  Extra brut 2013",2,x2,
564,650,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,,,,,,,,,BALDA 5,,,,,,,,
565,651,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Linea 1,,,,,,,,Linea 1 ,,,,,,,,
566,652,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Linea 1,,True,Krug Rose 28eme Edition Brut x1,Krug Rose 28eme Edition Brut,1,x1,,- [ ] Krug Rose 28eme Edition Brut x1 ,I0424,1,1,Krug Rose 28eme Edition Brut x1,Krug Rose 28eme Edition Brut,1,x1,
567,653,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Linea 1,,True,Krug  Grande Cuvee 173eme Edition Brut x2,Krug  Grande Cuvee 173eme Edition Brut,2,x2,,- [ ] Krug  Grande Cuvee 173eme Edition Brut x2,I0425,1,1,Krug  Grande Cuvee 173eme Edition Brut x2,Krug  Grande Cuvee 173eme Edition Brut,2,x2,
568,654,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Linea 1,,True,"Bollinger A.D. 2008, Extra Brut x1","Bollinger A.D. 2008, Extra Brut",1,x1,,"- [ ] Bollinger A.D. 2008, Extra Brut x1",I0426,1,1,"Bollinger A.D. 2008, Extra Brut x1","Bollinger A.D. 2008, Extra Brut",1,x1,
569,655,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Línea 2,,,,,,,,Línea 2,,,,,,,,
570,656,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Línea 2,,True,Dom Perignon Rose Vintage 2009 Brut x3,Dom Perignon Rose Vintage 2009 Brut,3,x3,,- [ ] Dom Perignon Rose Vintage 2009 Brut x3,I0427,1,1,Dom Perignon Rose Vintage 2009 Brut x3,Dom Perignon Rose Vintage 2009 Brut,3,x3,
571,657,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Línea 3,,,,,,,,Línea 3,,,,,,,,
572,658,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Línea 3,,True,"Pol Roger, Sir Winston Churchill 2018 Brut x3","Pol Roger, Sir Winston Churchill 2018 Brut",3,x3,,"- [ ] Pol Roger, Sir Winston Churchill 2018 Brut x3",I0428,1,1,"Pol Roger, Sir Winston Churchill 2018 Brut x3","Pol Roger, Sir Winston Churchill 2018 Brut",3,x3,
573,659,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Línea 4,,,,,,,,Línea 4,,,,,,,,
574,660,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Línea 4,,True,"Pol Roger, Sir Winston Churchill 2018 Brut x1","Pol Roger, Sir Winston Churchill 2018 Brut",1,x1,,"- [ ] Pol Roger, Sir Winston Churchill 2018 Brut x1",I0429,1,1,"Pol Roger, Sir Winston Churchill 2018 Brut x1","Pol Roger, Sir Winston Churchill 2018 Brut",1,x1,
575,661,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 5,Línea 4,,True,"Louis Roederer Cristal,2016 x2","Louis Roederer Cristal,2016",2,x2,,"- [ ] Louis Roederer Cristal,2016 x2",I0430,1,1,"Louis Roederer Cristal,2016 x2","Louis Roederer Cristal,2016",2,x2,
576,662,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,,,,,,,,, BALDA 6 ,,,,,,,,
577,663,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 1,,,,,,,,Línea 1,,,,,,,,
578,664,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 1,,True,"Bereche & Fils , Brut Reserve x1","Bereche & Fils , Brut Reserve",1,x1,,"- [ ] Bereche & Fils , Brut Reserve x1",I0431,1,1,"Bereche & Fils , Brut Reserve x1","Bereche & Fils , Brut Reserve",1,x1,
579,665,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 2,,,,,,,,Línea 2 ,,,,,,,,
580,666,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 2,,True,"Bereche & Fils , Brut Reserve x1","Bereche & Fils , Brut Reserve",1,x1,,"- [ ] Bereche & Fils , Brut Reserve x1",I0432,1,1,"Bereche & Fils , Brut Reserve x1","Bereche & Fils , Brut Reserve",1,x1,
581,667,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 3,,,,,,,,Línea 3,,,,,,,,
582,668,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 3,,True,"Bereche & Fils , Brut Reserve x1","Bereche & Fils , Brut Reserve",1,x1,,"- [ ] Bereche & Fils , Brut Reserve x1",I0433,1,1,"Bereche & Fils , Brut Reserve x1","Bereche & Fils , Brut Reserve",1,x1,
583,669,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 4,,,,,,,,Línea 4,,,,,,,,
584,670,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 4,,True,Laherte Freres Extra Brut 2022 x1,Laherte Freres Extra Brut 2022,1,x1,,- [ ] Laherte Freres Extra Brut 2022 x1,I0434,1,1,Laherte Freres Extra Brut 2022 x1,Laherte Freres Extra Brut 2022,1,x1,
585,671,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 5,,,,,,,,Línea 5 ,,,,,,,,
586,672,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 6,Línea 5,,True,"Laherte Freres Blanc de Noirs , Brut Nature 2024 x1 Línea ( se lo llevó planta 2 día 10/02/2026)","Laherte Freres Blanc de Noirs , Brut Nature 2024",1,x1,Línea ( se lo llevó planta 2 día 10/02/2026),"- [ ] Laherte Freres Blanc de Noirs , Brut Nature 2024 x1 Línea ( se lo llevó planta 2 día 10/02/2026)",I0435,1,1,"Laherte Freres Blanc de Noirs , Brut Nature 2024 x1 Línea ( se lo llevó planta 2 día 10/02/2026)","Laherte Freres Blanc de Noirs , Brut Nature 2024",1,x1,Línea ( se lo llevó planta 2 día 10/02/2026)
587,673,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,,,,,,,,,BALDA 7,,,,,,,,
588,674,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 1,,,,,,,,Línea 1,,,,,,,,
589,675,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 1,,True,"Bereche& Fils, Rive Gauche Milesime 2021 x1","Bereche& Fils, Rive Gauche Milesime 2021",1,x1,,"- [ ] Bereche& Fils, Rive Gauche Milesime 2021 x1",I0436,1,1,"Bereche& Fils, Rive Gauche Milesime 2021 x1","Bereche& Fils, Rive Gauche Milesime 2021",1,x1,
590,676,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 2,,,,,,,,Línea 2,,,,,,,,
591,677,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 2,,True,"Larmandier- Bernier, Longitude Primer Cru x1","Larmandier- Bernier, Longitude Primer Cru",1,x1,,"- [ ] Larmandier- Bernier, Longitude Primer Cru x1",I0437,1,1,"Larmandier- Bernier, Longitude Primer Cru x1","Larmandier- Bernier, Longitude Primer Cru",1,x1,
592,678,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 3,,,,,,,,Línea 3,,,,,,,,
593,679,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 3,,True,"Jacques Selosse , Lieux Dits , Grand Cru , Extra Brut x1","Jacques Selosse , Lieux Dits , Grand Cru , Extra Brut",1,x1,,"- [ ] Jacques Selosse , Lieux Dits , Grand Cru , Extra Brut x1 ",I0438,1,1,"Jacques Selosse , Lieux Dits , Grand Cru , Extra Brut x1","Jacques Selosse , Lieux Dits , Grand Cru , Extra Brut",1,x1,
594,680,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 4,,,,,,,,Línea 4,,,,,,,,
595,681,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 4,,True,"Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016 x1","Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016",1,x1,,"- [ ] Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016 x1",I0439,1,1,"Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016 x1","Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016",1,x1,
